component,cve,summary,severity,cvss,rule,has_poc,references_count,file
OpenClaw,CVE-2026-24763,OpenClaw 通过 PATH 环境变量在 Clawdbot Docker 执行中实现命令注入,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""2026.1.24""",False,1,CVE-2026-24763.yaml
OpenClaw,CVE-2026-24764,OpenClaw Slack 集成加固：防止频道元数据影响系统提示词,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,"version < ""2026.2.3""",False,1,CVE-2026-24764.yaml
OpenClaw,CVE-2026-25157,OpenClaw 在 sshNodeCommand 中通过项目根路径实现操作系统命令注入,HIGH,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H,"version < ""v2026.1.29""",False,1,CVE-2026-25157.yaml
OpenClaw,CVE-2026-25474,OpenClaw 在 webhookSecret 缺失时可能在未验证密钥令牌的情况下接受 Telegram webhook 请求,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"version <= ""2026.1.30""",False,1,CVE-2026-25474.yaml
OpenClaw,CVE-2026-25475,OpenClaw 可能通过 MEDIA: 路径暂存泄露本地文件,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,"version <= ""2026.1.30""",False,1,CVE-2026-25475.yaml
OpenClaw,CVE-2026-25593,OpenClaw 通过 WebSocket config.apply 实现未认证本地远程代码执行,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.1.20""",False,1,CVE-2026-25593.yaml
OpenClaw,CVE-2026-26316,OpenClaw BlueBubbles webhook 通过回环代理信任绕过认证,HIGH,,"version < ""2026.2.13""",False,1,CVE-2026-26316.yaml
OpenClaw,CVE-2026-26317,OpenClaw 通过回环浏览器变更端点实现跨站请求伪造（CSRF）,HIGH,,"version <= ""2026.2.13""",False,1,CVE-2026-26317.yaml
OpenClaw,CVE-2026-26319,OpenClaw Telnyx 提供商 Webhook 认证缺失允许未认证请求,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"version <= ""2026.2.13""",False,1,CVE-2026-26319.yaml
OpenClaw,CVE-2026-26320,OpenClaw macOS 深层链接确认截断可隐藏实际执行的代理消息,HIGH,,"version <= ""2026.2.13""",False,1,CVE-2026-26320.yaml
OpenClaw,CVE-2026-26321,OpenClaw 飞书扩展中 sendMediaFeishu 导致本地文件泄露,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.2.14""",False,1,CVE-2026-26321.yaml
OpenClaw,CVE-2026-26322,OpenClaw Gateway 工具允许不受限制的 gatewayUrl 覆盖,HIGH,,"version <= ""2026.2.13""",False,1,CVE-2026-26322.yaml
OpenClaw,CVE-2026-26323,OpenClaw 维护者 clawtributors 更新器中的命令注入,MEDIUM,,"version >= ""2026.1.8"" && version < ""2026.2.14""",False,1,CVE-2026-26323.yaml
OpenClaw,CVE-2026-26324,OpenClaw 通过完整格式 IPv4 映射 IPv6 绕过 SSRF 防护（可达回环地址/元数据）,HIGH,,"version <= ""2026.2.13""",False,1,CVE-2026-26324.yaml
OpenClaw,CVE-2026-26325,OpenClaw 节点主机 system.run rawCommand/command 不匹配可绕过允许列表/审批,HIGH,,"version <= ""2026.2.13""",False,1,CVE-2026-26325.yaml
OpenClaw,CVE-2026-26326,OpenClaw skills.status 可向 operator.read 客户端泄露密钥,MEDIUM,,"version <= ""2026.2.13""",False,1,CVE-2026-26326.yaml
OpenClaw,CVE-2026-26327,OpenClaw 未认证的发现 TXT 记录可操纵路由和 TLS 固定,HIGH,,"version <= ""2026.2.13""",False,1,CVE-2026-26327.yaml
OpenClaw,CVE-2026-26328,OpenClaw iMessage 群组允许列表授权继承了 DM 配对存储身份，导致跨上下文命令授权,MEDIUM,,"version <= ""2026.2.13""",False,1,CVE-2026-26328.yaml
OpenClaw,CVE-2026-26329,OpenClaw 浏览器上传中的路径遍历允许读取本地文件,HIGH,,"version < ""2026.2.14""",False,1,CVE-2026-26329.yaml
OpenClaw,CVE-2026-26972,OpenClaw 浏览器下载功能中的路径遍历,MEDIUM,,"version <= ""2026.2.12""",False,1,CVE-2026-26972.yaml
OpenClaw,CVE-2026-27001,OpenClaw OC-19：未净化的 CWD 路径注入 LLM 提示,HIGH,,"version < ""2026.2.15""",False,1,CVE-2026-27001.yaml
OpenClaw,CVE-2026-27002,OpenClaw OC-13：通过未验证的绑定挂载配置注入实现 Docker 容器逃逸,MEDIUM,,"version <= ""2026.2.14""",False,1,CVE-2026-27002.yaml
OpenClaw,CVE-2026-27003,OpenClaw OC-17：Telegram 机器人令牌通过日志泄露,MEDIUM,,"version <= ""2026.2.14""",False,1,CVE-2026-27003.yaml
OpenClaw,CVE-2026-27004,OpenClaw OC-07：会话工具可见性加固及 Telegram webhook 密钥回退,HIGH,,"version <= ""2026.2.14""",False,1,CVE-2026-27004.yaml
OpenClaw,CVE-2026-27007,OpenClaw 沙箱配置哈希对原始类型数组排序导致抑制必要的容器重建,MEDIUM,,"version <= ""2026.2.14""",False,1,CVE-2026-27007.yaml
OpenClaw,CVE-2026-27008,OpenClaw 加固技能下载目标目录验证,MEDIUM,,"version <= ""2026.2.14""",False,1,CVE-2026-27008.yaml
OpenClaw,CVE-2026-27009,OpenClaw 控制 UI 中通过未净化的助手名称/头像实现内联脚本注入的存储型 XSS,MEDIUM,,"version <= ""2026.2.14""",False,1,CVE-2026-27009.yaml
OpenClaw,CVE-2026-27158,OpenClaw OC-91：WhatsApp 表情回应操作绕过 allowFrom 受限目标的 JID 授权,MEDIUM,,"version <= ""2026.2.19-2""",False,1,CVE-2026-27158.yaml
OpenClaw,CVE-2026-27159,OpenClaw TTS 模型指令默认允许提供商切换,MEDIUM,,"version <= ""2026.2.19-2""",False,1,CVE-2026-27159.yaml
OpenClaw,CVE-2026-27164,OpenClaw OC-65：溢出压缩重试计数器在截断后重置导致有界重试/成本循环被放大,LOW,,"version >= ""2026.2.9"" && version <= ""2026.2.19-2""",False,1,CVE-2026-27164.yaml
OpenClaw,CVE-2026-27165,OpenClaw ACP resource_link 元数据提示插值允许通过 title/URI 字段注入提示内容,MEDIUM,,"version <= ""2026.2.19-2""",False,1,CVE-2026-27165.yaml
OpenClaw,CVE-2026-27183,OpenClaw shell审批绕过漏洞（dispatch-wrapper深度边界不对齐）,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version < ""2026.3.7""",False,2,CVE-2026-27183.yaml
OpenClaw,CVE-2026-27209,OpenClaw 在 exec 允许列表模式下通过未引用的 heredoc 扩展实现 Shell 命令注入,HIGH,,"version <= ""2026.2.19-2""",False,1,CVE-2026-27209.yaml
OpenClaw,CVE-2026-27484,OpenClaw Discord 审核授权在工具驱动流中使用了不受信任的发送者身份,MEDIUM,,"version <= ""2026.2.17""",False,1,CVE-2026-27484.yaml
OpenClaw,CVE-2026-27485,OpenClaw OC-22：拒绝本地技能打包脚本中的符号链接,LOW,,"version <= ""2026.2.17""",False,1,CVE-2026-27485.yaml
OpenClaw,CVE-2026-27486,OpenClaw OC-31：进程安全 - 进程清理中通过 SIGKILL 进行未验证的 PID 终止,LOW,,"version < ""2026.2.14""",False,1,CVE-2026-27486.yaml
OpenClaw,CVE-2026-27487,OpenClaw OC-28：防止 macOS 钥匙链凭证写入中的 shell 注入,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,"version <= ""2026.2.13""",False,1,CVE-2026-27487.yaml
OpenClaw,CVE-2026-27488,OpenClaw 加固 cron webhook 传递以防止 SSRF,MEDIUM,,"version <= ""2026.2.17""",False,1,CVE-2026-27488.yaml
OpenClaw,CVE-2026-27522,OpenClaw 消息操作附件水合绕过本地媒体根边界,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version <= ""2026.2.23""",False,4,CVE-2026-27522.yaml
OpenClaw,CVE-2026-27523,OpenClaw 沙箱绑定验证可绕过 allowed-root 和阻止路径检查,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L,"version <= ""2026.2.23""",False,4,CVE-2026-27523.yaml
OpenClaw,CVE-2026-27524,OpenClaw 运行时 /debug 覆盖路径接受原型保留键导致污染,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.2.21""",False,4,CVE-2026-27524.yaml
OpenClaw,CVE-2026-27545,OpenClaw Node system.run 审批通过父符号链接 cwd 重绑定绕过,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L,"version <= ""2026.2.25""",False,5,CVE-2026-27545.yaml
OpenClaw,CVE-2026-27576,OpenClaw OC-53：ACP 本地 stdio 桥接中缺少提示词大小检查，可能在超大输入时降低响应性,LOW,,"version <= ""2026.2.17""",False,1,CVE-2026-27576.yaml
OpenClaw,CVE-2026-27646,OpenClaw 沙箱逃逸漏洞（/acp spawn 命令可初始化宿主 ACP 会话）,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,"version < ""2026.3.7""",False,2,CVE-2026-27646.yaml
OpenClaw,CVE-2026-30741,OpenClaw Agent 平台 agent 任务执行中的请求侧提示词注入导致 RCE,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version <= ""2026.2.6""",False,2,CVE-2026-30741.yaml
OpenClaw,CVE-2026-32038,OpenClaw 沙箱网络隔离绕过漏洞（docker.network=container:<id>）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version <= ""2026.2.23""",False,2,CVE-2026-32038.yaml
OpenClaw,CVE-2026-32043,OpenClaw 2026.2.25 之前版本存在 TOCTOU 漏洞，允许攻击者绕过命令执行限制,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:H,"version < ""2026.2.25""",False,3,CVE-2026-32043.yaml
OpenClaw,CVE-2026-32044,OpenClaw 2026.3.2 之前版本在 tar.bz2 安装路径中存在压缩包解压漏洞，可导致本地拒绝服务,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"version < ""2026.3.2""",False,3,CVE-2026-32044.yaml
OpenClaw,CVE-2026-32045,OpenClaw 网关将无令牌 Tailscale 认证错误应用于 HTTP 路由，导致认证绕过,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.2.21""",False,5,CVE-2026-32045.yaml
OpenClaw,CVE-2026-32046,OpenClaw 2026.2.21 之前版本存在沙箱配置不当漏洞，可导致任意代码执行,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version < ""2026.2.21""",False,4,CVE-2026-32046.yaml
OpenClaw,CVE-2026-32050,OpenClaw 2026.2.25 之前版本在信号反应通知处理中存在访问控制漏洞，未授权发送者可绕过授权检查入队状态事件,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.2.25""",False,3,CVE-2026-32050.yaml
OpenClaw,CVE-2026-32052,OpenClaw 2026.2.24 之前版本在 system.run shell 包装器中存在命令注入漏洞，可通过位置参数载体执行隐藏命令,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:H,"version < ""2026.2.24""",False,4,CVE-2026-32052.yaml
OpenClaw,CVE-2026-32053,OpenClaw 2026.2.23 之前版本在 Twilio webhook 事件去重中存在漏洞，规范化事件 ID 每次解析时随机生成，导致重放事件可绕过去重检查,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,"version < ""2026.2.23""",False,3,CVE-2026-32053.yaml
OpenClaw,CVE-2026-32054,OpenClaw 2026.2.25 之前版本在浏览器跟踪和下载输出路径处理中存在软链接遍历漏洞，可导致任意文件覆写,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:H,"version < ""2026.2.25""",False,3,CVE-2026-32054.yaml
OpenClaw,CVE-2026-32058,OpenClaw 2026.2.26 之前版本在 host=node 的 system.run 执行流中存在审批上下文绑定弱点，已修改环境变量的请求可重用先前的审批,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:N,"version < ""2026.2.26""",False,3,CVE-2026-32058.yaml
OpenClaw,CVE-2026-32059,OpenClaw tools.exec.safeBins 白名单绕过漏洞（sort 命令 GNU 长选项缩写）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version >= ""2026.2.22-2"" && version < ""2026.2.23""",False,1,CVE-2026-32059.yaml
OpenClaw,CVE-2026-32060,OpenClaw apply_patch 路径穿越漏洞（任意文件写入/删除）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.2.14""",False,1,CVE-2026-32060.yaml
OpenClaw,CVE-2026-32061,OpenClaw $include 指令路径穿越漏洞（任意本地文件读取）,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,"version < ""2026.2.17""",False,1,CVE-2026-32061.yaml
OpenClaw,CVE-2026-32062,OpenClaw 及 @openclaw/voice-call 未授权 WebSocket DoS 漏洞（流升级前置验证缺失）,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version >= ""2026.2.21-2"" && version < ""2026.2.22""",False,1,CVE-2026-32062.yaml
OpenClaw,CVE-2026-32063,OpenClaw systemd 单元文件生成中的 CR/LF 注入命令执行漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,"version >= ""2026.2.19-2"" && version < ""2026.2.21""",False,1,CVE-2026-32063.yaml
OpenClaw,CVE-2026-32065,OpenClaw 2026.2.25 之前版本在 system.run 中存在审批完整性绕过漏洞，渲染命令文本与运行时执行的原始 argv 不一致,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:N,"version < ""2026.2.25""",False,3,CVE-2026-32065.yaml
OpenClaw,CVE-2026-32067,OpenClaw 2026.2.26 之前版本在直接消息配对策略的配对存储访问控制中存在授权绕过漏洞，可跨账户重用配对审批,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,"version < ""2026.2.26""",False,4,CVE-2026-32067.yaml
OpenClaw,CVE-2026-32302,OpenClaw 在 trusted-proxy 模式下 WebSocket 来源验证绕过，允许未授权建立特权 operator 会话,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,"version < ""2026.3.11""",False,3,CVE-2026-32302.yaml
OpenClaw,CVE-2026-32846,OpenClaw 2026.3.23 及以前版本在媒体解析中存在路径遍历漏洞，可读取任意文件,MEDIUM,,"version <= ""2026.3.24""",False,4,CVE-2026-32846.yaml
OpenClaw,CVE-2026-32895,OpenClaw 2026.2.26 之前版本在成员和消息子类型系统事件处理器中未强制执行发送者授权，导致未授权事件可被入队,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.2.26""",False,3,CVE-2026-32895.yaml
OpenClaw,CVE-2026-32896,OpenClaw 2026.2.21 之前版本 BlueBubbles webhook 处理器存在无密码回退认证路径，在特定反向代理或本地路由配置下允许未认证 webhook 事件,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.2.21""",False,4,CVE-2026-32896.yaml
OpenClaw,CVE-2026-32897,OpenClaw 2026.2.22 之前版本在所有者 ID 提示词哈希回退中复用网关认证令牌，可导致令牌泄露,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"version <= ""2026.2.21-2""",False,5,CVE-2026-32897.yaml
OpenClaw,CVE-2026-32898,OpenClaw 2026.2.23 之前版本 ACP 客户端基于不可信工具元数据和宽松名称启发式自动批准工具调用，存在授权绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.2.23""",False,4,CVE-2026-32898.yaml
OpenClaw,CVE-2026-32899,OpenClaw 2026.2.25 之前版本未对 reaction_* 和 pin_* 非消息事件一致执行发送者策略检查，可绕过访问控制注入未授权事件,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"version < ""2026.2.25""",False,4,CVE-2026-32899.yaml
OpenClaw,CVE-2026-32905,OpenClaw device-pair 插件授权绕过漏洞，允许非 owner 聊天发送者签发设备配对引导码,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""2026.5.4""",False,2,CVE-2026-32905.yaml
OpenClaw,CVE-2026-32906,OpenClaw 2026.5.12 之前版本存在通过 Slack 插件审批执行审批门的权限提升漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""2026.5.12""",False,2,CVE-2026-32906.yaml
OpenClaw,CVE-2026-32913,OpenClaw：fetchWithSsrFGuard 将授权头转发至跨域重定向目标,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:N,"version <= ""2026.3.2""",False,2,CVE-2026-32913.yaml
OpenClaw,CVE-2026-32916,OpenClaw 插件子代理路由通过合成管理员权限绕过授权验证,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,"version >= ""2026.3.7"" && version < ""2026.3.11""",False,3,CVE-2026-32916.yaml
OpenClaw,CVE-2026-32917,OpenClaw < 2026.3.13 - iMessage 附件路径未过滤导致 SCP 远程命令注入,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"version < ""2026.3.13""",False,2,CVE-2026-32917.yaml
OpenClaw,CVE-2026-32922,OpenClaw device.token.rotate 接口未约束 scope 导致权限提升漏洞（CRITICAL）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"version < ""2026.3.11""",False,3,CVE-2026-32922.yaml
OpenClaw,CVE-2026-32924,OpenClaw 2026.3.12 之前版本 - 通过省略 chat_id 的飞书 Reaction 事件实现授权绕过,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.12""",False,3,CVE-2026-32924.yaml
OpenClaw,CVE-2026-32973,OpenClaw 2026.3.11 之前版本存在 exec 白名单绕过漏洞，源于 POSIX 路径规范化处理不当,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.11""",False,3,CVE-2026-32973.yaml
OpenClaw,CVE-2026-32975,OpenClaw Zalouser 白名单绕过漏洞（通过可变群组显示名称实现越权访问控制）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.12""",False,3,CVE-2026-32975.yaml
OpenClaw,CVE-2026-32987,OpenClaw 2026.3.13 之前版本 - 设备配对引导码重放攻击导致权限提升至 operator.admin,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.13""",False,4,CVE-2026-32987.yaml
OpenClaw,CVE-2026-34507,OpenClaw QQBot 管理命令策略绕过（DM-only 与 allowFrom 检查缺失）,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.4.29""",False,3,CVE-2026-34507.yaml
OpenClaw,CVE-2026-34511,OpenClaw OAuth State 参数复用 PKCE Verifier 导致令牌窃取,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,"version < ""2026.4.2""",False,3,CVE-2026-34511.yaml
OpenClaw,CVE-2026-34512,OpenClaw 2026.3.25 之前版本存在会话终止接口访问控制缺陷,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,"version < ""2026.3.25""",False,3,CVE-2026-34512.yaml
OpenClaw,CVE-2026-35617,OpenClaw 2026.3.25 之前版本存在通过可变空间显示名称进行群组策略重绑定的授权绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.3.25""",False,3,CVE-2026-35617.yaml
OpenClaw,CVE-2026-35618,OpenClaw Plivo V2 签名重放身份绕过漏洞（2026.3.23 之前版本）,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,"version < ""2026.3.23""",False,4,CVE-2026-35618.yaml
OpenClaw,CVE-2026-35619,OpenClaw 2026.3.24 之前版本 HTTP /v1/models 端点未强制执行 operator read scope 检查导致授权绕过,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""2026.3.24""",False,3,CVE-2026-35619.yaml
OpenClaw,CVE-2026-35620,OpenClaw 2026.3.24 之前版本存在 /send 和 /allowlist 聊天命令处理器授权缺失漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,"version < ""2026.3.24""",False,5,CVE-2026-35620.yaml
OpenClaw,CVE-2026-35621,OpenClaw 2026.3.24 之前版本存在权限提升漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.3.24""",False,2,CVE-2026-35621.yaml
OpenClaw,CVE-2026-35622,OpenClaw 2026.3.22 之前版本 - Google Chat Webhook 鉴权绕过漏洞,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N,"version < ""2026.3.22""",False,0,CVE-2026-35622.yaml
OpenClaw,CVE-2026-35623,OpenClaw Webhook 认证缺少频率限制（暴力破解）,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.3.25""",False,3,CVE-2026-35623.yaml
OpenClaw,CVE-2026-35624,OpenClaw 2026.3.22 以下版本存在房间授权策略混淆漏洞,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.3.22""",False,4,CVE-2026-35624.yaml
OpenClaw,CVE-2026-35625,OpenClaw 静默本地共享认证重连导致权限提升（可实现远程代码执行）,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.25""",False,3,CVE-2026-35625.yaml
OpenClaw,CVE-2026-35626,OpenClaw 2026.3.22 之前版本存在未授权资源耗尽漏洞（通过语音通话 webhook）,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"version < ""2026.3.22""",False,4,CVE-2026-35626.yaml
OpenClaw,CVE-2026-35627,OpenClaw 2026.3.22 版本之前存在 Nostr 入站 DM 消息处理中未授权加密计算漏洞（DoS）,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,"version < ""2026.3.22""",False,4,CVE-2026-35627.yaml
OpenClaw,CVE-2026-35628,OpenClaw 2026.3.25 之前版本的 Telegram Webhook 鉴权缺少频率限制，攻击者可对弱 Webhook 密钥发起暴力破解攻击。,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.3.25""",False,0,CVE-2026-35628.yaml
OpenClaw,CVE-2026-35629,OpenClaw 2026.3.25 之前版本 - 渠道扩展中存在服务端请求伪造漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:L,"version < ""2026.3.25""",False,3,CVE-2026-35629.yaml
OpenClaw,CVE-2026-35630,OpenClaw 2026.5.18 以下版本 QQBot 原生审批按钮存在授权绕过漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,2,CVE-2026-35630.yaml
OpenClaw,CVE-2026-35631,OpenClaw 2026.3.22 之前版本内部 ACP 聊天命令缺少授权校验,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.3.22""",False,4,CVE-2026-35631.yaml
OpenClaw,CVE-2026-35632,OpenClaw agents.create/update 处理器中 IDENTITY.md appendFile 符号链接遍历漏洞（RCE）,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,"version <= ""2026.2.22""",False,2,CVE-2026-35632.yaml
OpenClaw,CVE-2026-35633,OpenClaw 2026.3.22 之前版本存在远程媒体 HTTP 错误响应触发无界内存分配漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"version < ""2026.3.22""",False,4,CVE-2026-35633.yaml
OpenClaw,CVE-2026-35634,OpenClaw Canvas 网关通过本地直连请求绕过身份认证,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.3.23""",False,3,CVE-2026-35634.yaml
OpenClaw,CVE-2026-35635,OpenClaw 2026.3.22 之前版本存在 Webhook 路径路由替换漏洞,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,"version < ""2026.3.22""",False,4,CVE-2026-35635.yaml
OpenClaw,CVE-2026-35636,OpenClaw session_status 中 sessionId 解析导致的沙箱会话隔离绕过漏洞（版本 2026.3.11 - 2026.3.24）,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version >= ""2026.3.11"" && version < ""2026.3.25""",False,3,CVE-2026-35636.yaml
OpenClaw,CVE-2026-35637,OpenClaw 在频道和私信授权检查完成前过早执行引用展开,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version < ""2026.3.22""",False,5,CVE-2026-35637.yaml
OpenClaw,CVE-2026-35638,OpenClaw 2026.3.22 之前版本存在通过 trusted-proxy 控制界面自声明权限范围的提权漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.22""",False,4,CVE-2026-35638.yaml
OpenClaw,CVE-2026-35639,OpenClaw 2026.3.22 之前版本存在通过 device.pair.approve 接口范围验证不足导致的权限提升漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.3.22""",False,4,CVE-2026-35639.yaml
OpenClaw,CVE-2026-35640,OpenClaw 2026.3.25 之前的版本存在未认证 Webhook 请求体解析拒绝服务漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"version < ""2026.3.25""",False,3,CVE-2026-35640.yaml
